,매장명,주소,위도,경도
257,서초법원  ,서울특별시 서초구 서초대로 274 (서초동)1522-3232,37.4927671,127.0117898
258,청계산입구역  ,서울특별시 서초구 청계산로 203 (신원동)1522-3232,37.447281,127.0557559
259,사당로데오  ,서울특별시 서초구 방배천로 5-4(방배동)1522-3232,37.4772752,126.9821605
260,파미에파크R  ,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY1522-3232,37.5044253,127.0077601
261,교대역  ,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩1522-3232,37.4856009,127.0164403
262,양재역  ,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩1522-3232,37.4823239,127.0368273
263,논현역  ,서울특별시 서초구 강남대로 557 (잠원동) 1~2층1522-3232,37.5115145,127.0205781
264,이수역  ,서울특별시 서초구 동작대로 112 (방배동)1522-3232,37.4864664,126.9827403
265,내방역  ,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩1522-3232,37.4938216,126.9845543
266,서초파라곤  ,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤1522-3232,37.4949048,127.027432
267,서울아트센터  ,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩1522-3232,37.4806256,127.0123511
268,서초중앙로  ,서울특별시 서초구 서초중앙로 2251522-3232,37.4933118,127.0145415
269,센트럴시티  ,서울특별시 서초구 신반포로 176 (반포동)1522-3232,37.5041299,127.0030692
270,강남삼성타운  ,서울특별시 서초구 서초대로78길 24 (서초동)1522-3232,37.4955152,127.027742
271,방배역  ,서울특별시 서초구 방배로 84 (방배동)1522-3232,37.48193,126.9976464
272,반포역  ,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가1522-3232,37.5094191,127.0130498
273,남부터미널  ,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)1522-3232",37.4855248,127.0074256
274,뉴코아강남  ,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽1522-3232,37.5071587,127.0069616
275,강남2  ,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)1522-3232",37.5000875,127.0254909
276,교대  ,서울특별시 서초구 서초중앙로 118 (서초동)1522-3232,37.4923513,127.0142164
277,하이브랜드  ,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)1522-3232",37.4629528,127.0369582
278,신논현역  ,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩1522-3232,37.5053019,127.0236395
279,영동2교  ,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)1522-3232",37.481962,127.0425724
280,남부터미널2  ,서울특별시 서초구 효령로 274 (서초동)1522-3232,37.4843561,127.0142016
281,서래마을입구  ,서울특별시 서초구 서래로 48 (반포동)1522-3232,37.49922970000001,126.9985484
282,몬테소리  ,서울특별시 서초구 강남대로 399 (서초동)1522-3232,37.4982126,127.0268238
283,서초역  ,서울특별시 서초구 반포대로 118 (서초동)1522-3232,37.4906229,127.0085975
284,교대법원  ,서울특별시 서초구 서초중앙로 164 (서초동)1522-3232,37.4963206,127.0133771
285,강남GT타워  ,"서울특별시 서초구 서초대로 411, GT타워 (서초동)1522-3232",37.4979267,127.0260564
286,서초동  ,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)1522-3232",37.4858915,127.0215742
287,서울교대  ,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)1522-3232",37.4873998,127.0151589
288,강남에비뉴  ,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)1522-3232",37.4870089,126.9907375
289,반포자이  ,서울특별시 서초구 잠원로 24 (반포동)1522-3232,37.5071093,127.0098804
290,서이초교사거리  ,서울특별시 서초구 사임당로 143 (서초동)1522-3232,37.4918146,127.0252252
291,서울웨이브아트센터  ,서울특별시 서초구 잠원로 145-35 (잠원동)1522-3232,37.5160915,127.0088681
292,길음역  ,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,37.6019694,127.0252982
293,미아이마트  ,서울특별시 성북구 도봉로 17 (길음동)1522-3232,37.6108648,127.0296051
294,종암DT  ,서울특별시 성북구 종암로 17 (종암동)1522-3232,37.5919525,127.0360401
295,미아  ,서울특별시 성북구 동소문로 314 (하월곡동)1522-3232,37.6075807,127.0293034
296,성신여대정문  ,서울특별시 성북구 보문로34길 62 (동선동2가)1522-3232,37.5908044,127.0188447
297,종암  ,서울특별시 성북구 종암로 122 (종암동)1522-3232,37.6011247,127.0338991
298,삼선교  ,서울특별시 성북구 동소문로 10 (동소문동2가)1522-3232,37.5886161,127.0071452
299,월곡역  ,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232",37.60527,127.0469309
300,고대  ,서울특별시 성북구 고려대로24길 51 (안암동5가)1522-3232,37.5866147,127.0303083
301,현대미아  ,서울특별시 성북구 동소문로 315 (길음동) 지하1층1522-3232,37.6083223,127.0287626
302,성신여대  ,서울특별시 성북구 동소문로24길 12 (동선동1가)1522-3232,37.592602,127.0188051
303,안암역  ,서울특별시 성북구 고려대로 102-2 (안암동5가)1522-3232,37.5890249,127.0247254
304,한성대입구역  ,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,37.58843410000001,127.0041459
305,장위뉴타운  ,서울특별시 성북구 장월로38길 4 (장위동)1522-3232,37.6177332,127.0532647
306,송파나루역DT  ,서울특별시 송파구 오금로 142 (송파동)1522-3232,37.5081086,127.1151285
307,송파헬리오시티  ,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)1522-3232",37.4976932,127.1066824
308,잠실시그마타워  ,서울특별시 송파구 올림픽로 289 (신천동)1522-3232,37.5145667,127.1024928
309,문정법원로R  ,서울특별시 송파구 송파대로 201 (문정동)1522-3232,37.4873579,127.1196635
310,송파개롱역  ,서울특별시 송파구 오금로 420 (가락동)1522-3232,37.4969567,127.1362521
311,문정하비오  ,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호1522-3232",37.4857615,127.1317586
312,문정역  ,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호1522-3232",37.4848376,127.1254914
313,잠실대교남단R  ,서울특별시 송파구 송파대로 570 타워 730 1층1522-3232,37.5157956,127.0988566
314,송파위례  ,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)1522-3232",37.4797341,127.1440951
315,송파방이DT  ,서울특별시 송파구 오금로 241 (방이동)1522-3232,37.5164031,127.1215351
316,올림픽평화의문  ,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트1522-3232,37.5156426,127.1164819
317,송파아이파크  ,서울특별시 송파구 법원로 55 (문정동)1522-3232,37.4872473,127.1223594
318,송파사거리  ,서울특별시 송파구 송파대로 386 (송파동)1522-3232,37.5022465,127.1103401
319,석촌서호  ,서울특별시 송파구 석촌호수로 176 (삼전동)1522-3232,37.50633510000001,127.0962937
320,문정로데오  ,서울특별시 송파구 동남로 141 (가락동)1522-3232,37.491868,127.1262565
321,올림픽훼미리  ,서울특별시 송파구 중대로 68 (문정동)1522-3232,37.4915118,127.1164066
322,올림픽공원남문  ,서울특별시 송파구 위례성대로 102 (방이동)1522-3232,37.5132916,127.123111
323,방이역  ,"서울특별시 송파구 마천로 53, 1~2층 (오금동)1522-3232",37.5026557,127.133264
324,석촌호수  ,서울특별시 송파구 석촌호수로 262 (송파동)1522-3232,37.5094027,127.1052218
325,잠실푸르지오월드  ,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)1522-3232",37.5175312,127.103575
326,잠실새내역  ,서울특별시 송파구 올림픽로 96 (잠실동)1522-3232,37.5114268,127.0812007
327,잠실역  ,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층1522-3232",37.5152717,127.0994664
328,갤러리아팰리스  ,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)1522-3232",37.5110359,127.093967
329,아시아선수촌  ,서울특별시 송파구 백제고분로 69 (잠실동)1522-3232,37.5104935,127.0790257
330,올림픽아파트  ,서울특별시 송파구 양재대로 1220 (방이동)1522-3232,37.5164031,127.1215351
331,가락본동  ,서울특별시 송파구 송파대로30길 13 (가락동)1522-3232,37.4955962,127.1196205
332,석촌역  ,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)1522-3232",37.5061506,127.0974959
333,가락시장역  ,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)1522-3232",37.4943071,127.121397
334,가든파이브  ,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴1522-3232,37.4782249,127.1193622
335,송파NC  ,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층1522-3232,37.4775778,127.1249983
336,몽촌토성역  ,서울특별시 송파구 위례성대로 6 (방이동)1522-3232,37.5127868,127.1166466
337,송파KT  ,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호1522-3232",37.5130506,127.0915464
338,송파마천사거리DT  ,서울특별시 송파구 거마로 78 (마천동)1522-3232,37.49964,127.1476597
339,목동파리공원  ,서울특별시 양천구 목동동로 377 (목동)1522-3232,37.5352957,126.8788394
340,등촌역  ,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,37.5468481,126.8751685
341,목동행복한  ,서울특별시 양천구 목동동로 309 (목동)1522-3232,37.5291722,126.8759793
342,신정DT  ,서울특별시 양천구 신월로 341 (신정동)1522-3232,37.5198014,126.8487425
343,목동역  ,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,37.5266578,126.8637816
344,목동오목로  ,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호1522-3232",37.5259231,126.868438
345,목동8단지  ,서울특별시 양천구 목동서로 299 (신정동)1522-3232,37.520518,126.8688409
346,오목교역  ,서울특별시 양천구 오목로 354 (목동)1522-3232,37.5245067,126.862375
347,신월IC DT  ,서울특별시 양천구 남부순환로 430 (신월동)1522-3232,37.5293911,126.8320559
348,목동7단지  ,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자1522-3232,37.5279765,126.8706029
349,목동5단지  ,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)1522-3232",37.5367392,126.8821871
350,목동  ,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운1522-3232,37.5363701,126.8785079
351,현대목동  ,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232",37.527149,126.875036
352,목동파라곤  ,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)1522-3232",37.5293136,126.8751264
353,목동트라팰리스  ,서울특별시 양천구 오목로 299 (목동)1522-3232,37.5257763,126.8703272
354,목동10단지  ,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호1522-3232",37.5153689,126.8595955
355,신월동DT  ,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,37.5382715,126.8271345
356,타임스퀘어R  ,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)1522-3232,37.517007,126.9041419
357,샛강역  ,서울특별시 영등포구 여의대방로 376 (여의도동)1522-3232,37.5035749,126.9192153
358,영등포역  ,서울특별시 영등포구 경인로 870 (영등포동1가)1522-3232,37.5169614,126.909139
359,당산대로  ,서울특별시 영등포구 양평로 22 (당산동6가)1522-3232,37.5331208,126.9038043
360,여의도IFC몰(L1)R  ,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호1522-3232,37.5249367,126.9252845
361,여의도KBS R  ,서울특별시 영등포구 의사당대로 26 (여의도동)1522-3232,37.5265758,126.9181878
362,여의도화재보험  ,서울특별시 영등포구 국제금융로6길 38 (여의도동)1522-3232,37.5213452,126.9259819
363,국회대로  ,서울특별시 영등포구 국회대로 786 (여의도동)1522-3232,37.53026,126.9195488
364,영등포KT  ,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,37.5283387,126.905394
365,여의도공원R  ,서울특별시 영등포구 여의공원로 101 (여의도동)1522-3232,37.5292309,126.9248721
366,국회의사당역  ,서울특별시 영등포구 의사당대로 8 (여의도동)1522-3232,37.5278307,126.9168822
367,선유도역  ,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,37.5377276,126.8945139
368,여의도역R  ,서울특별시 영등포구 의사당대로 83 (여의도동) 1층1522-3232,37.5233278,126.9234386
369,선유동이레빌딩  ,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,37.5338151,126.8969784
370,동여의도  ,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비1522-3232,37.5200722,126.9318875
371,여의도ABL타워  ,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워1522-3232,37.5187813,126.9278117
372,영등포신길  ,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232",37.5148999,126.924675
373,문래역  ,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,37.5190963,126.8985932
374,당산  ,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.5350961,126.8999555
375,여의도한양증권  ,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권1522-3232,37.52236550000001,126.9290942
376,여의도일신  ,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부1522-3232,37.5278712,126.9202202
377,신세계타임스퀘어B2  ,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",37.5171482,126.9055629
378,하이테크시티  ,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티1522-3232,37.5144447,126.8987734
379,여의도  ,서울특별시 영등포구 국제금융로2길 28 (여의도동)1522-3232,37.5240419,126.9244816
380,롯데캐슬여의도  ,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호1522-3232",37.5204394,126.9259986
381,문래동  ,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",37.5196292,126.8896882
382,신세계타임스퀘어1F  ,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",37.5171482,126.9055629
383,여의도호성  ,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)1522-3232",37.5204021,126.9292806
384,타임스퀘어B2  ,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)1522-3232",37.517007,126.9041419
385,영등포본동  ,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,37.5185135,126.9095859
386,타임스퀘어2F  ,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)1522-3232,37.517007,126.9041419
387,여의도의사당  ,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)1522-3232",37.5300485,126.9210498
388,여의도IFC(1F)  ,서울특별시 영등포구 국제금융로 10 (여의도동)1522-3232,37.5249367,126.9252845
389,여의도신한금융투자타워  ,서울특별시 영등포구 여의대로 70 (여의도동)1522-3232,37.5248014,126.924172
390,선유도역 1번출구  ,서울특별시 영등포구 양평로 128 (양평동5가)양평로 1281522-3232,37.54153700000001,126.8936271
391,영등포시장역  ,서울특별시 영등포구 영중로 79 (영등포동7가)1522-3232,37.5234348,126.9048963
392,영등포구청역  ,서울특별시 영등포구 국회대로 558 1522-3232,37.5275785,126.895872
393,서울양평역  ,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)1522-3232",37.5209864,126.8907643
394,영등포시장교차로  ,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.52211,126.9031124
395,더현대서울(B2)R  ,서울특별시 영등포구 여의대로 108 (여의도동)1522-3232,37.5237584,126.9225703
396,당산역사거리  ,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,37.5338262,126.9009868
397,불광역  ,서울특별시 은평구 통일로 715 (대조동)1522-3232,37.609382,126.9303971
398,구파발사거리  ,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호1522-3232,37.6394858,126.9189884
399,연신내역사거리  ,서울특별시 은평구 통일로 842 (불광동)1522-3232,37.6186243,126.9220434
400,연신내  ,서울특별시 은평구 통일로 867 (갈현동)1522-3232,37.6220821,126.9137086
401,구파발역  ,서울특별시 은평구 진관2로 121522-3232,37.6354486,126.9231387
402,은평구청입구  ,서울특별시 은평구 은평로 170 (응암동)1522-3232,37.6010363,126.9267886
403,은평이마트  ,서울특별시 은평구 은평로 111 (응암동)1522-3232,37.60077709999999,126.9204992
404,구산역  ,서울특별시 은평구 연서로 146 (대조동)1522-3232,37.6117171,126.9176171
405,수색  ,서울특별시 은평구 수색로 216 (수색동)1522-3232,37.5836106,126.8932739
406,진관DT  ,서울특별시 은평구 연서로 645 (진관동)1522-3232,37.6390164,126.9106767
407,연합뉴스  ,서울특별시 종로구 율곡로2길 25 (수송동)1522-3232,37.5746567,126.9803884
408,혜화역  ,서울특별시 종로구 대학로12길 4 (동숭동)1~2층1522-3232,37.5824779,127.002185
409,경희궁로  ,서울특별시 종로구 새문안로3길 15 (당주동)1522-3232,37.5719693,126.9726999
410,강북삼성병원  ,서울특별시 종로구 새문안로 29 (평동)1522-3232,37.5688719,126.9680775
411,종로평창동  ,서울특별시 종로구 평창12길 3 (평창동)1522-3232,37.60614899999999,126.9672128
412,광화문우체국  ,서울특별시 종로구 종로 6 (서린동)1522-3232,37.5694905,126.9806743
413,더종로R  ,서울특별시 종로구 종로 51 (종로2가)1522-3232,37.5707075,126.9835766
414,독립문역  ,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호1522-3232,37.5714356,126.9615273
415,정부서울청사R  ,서울특별시 종로구 새문안로5가길 28 (적선동)1522-3232,37.5744107,126.9735709
416,동묘앞역  ,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부1522-3232",37.5726736,127.0160767
417,종로구청  ,서울특별시 종로구 삼봉로 71 (수송동)1522-3232,37.5728106,126.9807587
418,북촌로  ,서울특별시 종로구 북촌로4길 23 (계동)1522-3232,37.5793885,126.9864543
419,종로수송  ,서울특별시 종로구 종로5길 30 (청진동) 1~3층1522-3232,37.5716169,126.9806844
420,새문안로  ,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩1522-3232,37.5696602,126.9748903
421,안국  ,서울특별시 종로구 북촌로 5-1 (재동)1522-3232,37.5795404,126.9843102
422,삼청동  ,서울특별시 종로구 삼청로 111-1 (삼청동)1522-3232,37.5854493,126.9819032
423,광화문D타워  ,서울특별시 종로구 종로3길 17 (청진동) D타워1522-3232,37.5718419,126.9805444
424,적선  ,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)1522-3232",37.5750907,126.9739521
425,인사  ,서울특별시 종로구 인사동길 14 (인사동)1522-3232,37.5731223,126.9864102
426,광화문R  ,서울특별시 종로구 세종대로 167 (세종로)1522-3232,37.5712293,126.9762872
427,성대입구  ,서울특별시 종로구 창경궁로 235 (명륜3가)1522-3232,37.582923,126.9983545
428,스페이스본  ,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본1522-3232,37.5743814,126.9686187
429,주얼리시티  ,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티1522-3232,37.5713845,126.9983523
430,종각  ,서울특별시 종로구 종로 64 (종로2가)1522-3232,37.5699183,126.9845281
431,동숭로아트  ,서울특별시 종로구 동숭길 110 (동숭동)1522-3232,37.5829419,127.0038862
432,종로관철  ,"서울특별시 종로구 종로12길 21, 2층 (관철동)1522-3232",37.5690496,126.9859854
433,경복궁역  ,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)1522-3232",37.5771471,126.9726344
434,이마빌딩  ,서울특별시 종로구 종로1길 42 (수송동)1522-3232,37.5738637,126.9789715
435,마로니에공원  ,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)1522-3232",37.5796075,127.0024305
436,종로3가  ,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)1522-3232",37.5704726,126.989481
437,대학로  ,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)1522-3232",37.5765072,127.0015243
438,경복궁사거리  ,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)1522-3232",37.5755279,126.9800596
439,종로관수  ,서울특별시 종로구 삼일대로20길 13 (관수동)1522-3232,37.5697113,126.9886559
440,정동  ,서울특별시 종로구 새문안로 42 (신문로2가)1522-3232,37.5686502,126.9701419
441,종로플레이스  ,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,37.571373,126.9999865
442,강북삼성병원1층  ,서울특별시 종로구 새문안로 29 (평동)1522-3232,37.5688719,126.9680775
443,동숭길입구  ,서울특별시 종로구 대학로 146 (혜화동)1522-3232,37.5842128,127.0020237
444,서울대치과병원  ,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층1522-3232,37.5775956,126.9998863
445,서대문역  ,서울특별시 종로구 통일로 134 (평동)1522-3232,37.5680134,126.966708
446,숭례문북창  ,서울특별시 중구 세종대로12길 12 (남대문로4가)1522-3232,37.5618085,126.9776349
447,을지로4가역  ,서울특별시 중구 을지로 170 (을지로4가)1522-3232,37.5658155,126.999685
448,동대문두타  ,서울특별시 중구 장충단로 275 (을지로6가)1522-3232,37.5675139,127.0065887
449,대한상공회의소R  ,서울특별시 중구 세종대로 39 (남대문로4가) 1층1522-3232,37.5608154,126.9774665
450,국립중앙의료원  ,서울특별시 중구 을지로 251 (을지로6가)1522-3232,37.566516,127.0062376
451,동국대  ,서울특별시 중구 서애로 1길 111522-3232,37.5609063,126.9991003
452,신세계본점5F  ,서울특별시 중구 소공로 63 (충무로1가)1522-3232,37.5609432,126.9825464
453,을지로내외빌딩R  ,서울특별시 중구 을지로 51 (을지로2가)1522-3232,37.5658904,126.9850802
454,대우재단빌딩  ,서울특별시 중구 퇴계로 18 (남대문로5가)1522-3232,37.5585764,126.9749833
455,동대문공원  ,서울특별시 중구 장충단로 229 (광희동1가)1522-3232,37.5647643,127.0058331
456,을지로국제빌딩  ,서울특별시 중구 남대문로 109 (다동)1522-3232,37.5669467,126.982232
457,동대입구역  ,서울특별시 중구 장충단로 166 (장충동1가)1522-3232,37.5608027,127.0076024
458,신당역사거리  ,서울특별시 중구 다산로 258 (흥인동)1522-3232,37.5658043,127.0165817
459,연세세브란스  ,서울특별시 중구 통일로 10 (남대문로5가)1522-3232,37.5570572,126.9736211
460,회현역  ,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산1522-3232,37.5592302,126.9806639
461,을지로경기빌딩  ,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩1522-3232,37.5672015,126.9831912
462,을지로2가  ,서울특별시 중구 삼일대로 358 (을지로2가)1522-3232,37.5658904,126.9850802
463,신세계본점6F  ,서울특별시 중구 퇴계로 77 (충무로1가)1522-3232,37.5609432,126.9825464
464,서울중앙우체국  ,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국1522-3232,37.5615577,126.9821367
465,한국프레스센터  ,서울특별시 중구 세종대로 124 (태평로1가)1522-3232,37.5679872,126.9771635
466,명동중앙로  ,서울특별시 중구 명동길 60 (명동 2가)1522-3232,37.56369919999999,126.9857659
467,약수역  ,서울특별시 중구 다산로 129 (신당동)1522-3232,37.55539780000001,127.0107109
468,중구저동  ,서울특별시 중구 수표로 34 (저동2가)1522-3232,37.5643293,126.9903246
469,명동길  ,서울특별시 중구 명동10길 411522-3232,37.5627133,126.985603
470,서소문로  ,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩1522-3232,37.5619851,126.9739462
471,신당역  ,"서울특별시 중구 퇴계로 385, 1층 (흥인동)1522-3232",37.5693545,127.0171338
472,명동메트로  ,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔1522-3232,37.565127,126.983688
473,숭례문  ,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)1522-3232",37.5585324,126.9747927
474,순화동더샵  ,"서울특별시 중구 칠패로 27, 1층 (순화동)1522-3232",37.560174,126.9720786
475,대한극장  ,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층1522-3232",37.5609975,126.9933045
476,환구단  ,서울특별시 중구 소공로 112 (소공동)1522-3232,37.5644064,126.9796971
477,무교동  ,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층1522-3232,37.5772001,126.9738307
478,문화일보  ,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,37.5665316,126.9681594
479,태평로  ,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)1522-3232",37.5654419,126.9784685
480,퍼시픽타워  ,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)1522-3232",37.5613107,126.9729685
481,남산단암  ,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)1522-3232",37.5562032,126.9749646
482,황학캐슬  ,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,37.571596,127.022479
483,을지로삼화타워  ,서울특별시 중구 을지로5길 16 (을지로2가) 1층1522-3232,37.5650355,126.9839967
484,소공로  ,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)1522-3232",37.5637273,126.9807681
485,서소문배재  ,서울특별시 중구 서소문로 99 (서소문동)1522-3232,37.563517,126.975828
486,을지로한국빌딩  ,"서울특별시 중구 을지로 50, 1층 (을지로 2가)1522-3232",37.5664715,126.9857521
487,KG타워  ,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,37.5635558,126.9692092
488,시청  ,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232",37.5662422,126.9799415
489,충무로역  ,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)1522-3232",37.561391,126.9939127
490,명동역  ,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)1522-3232",37.5609432,126.9825464
491,명동입구  ,서울특별시 중구 남대문로 68-1 (명동2가)1522-3232,37.5631995,126.9822547
492,무교로  ,서울특별시 중구 무교로 15 (무교동)1522-3232,37.5672459,126.9789
493,청계크리스탈스퀘어  ,서울특별시 중구 청계천로 106 (수표동)1522-3232,37.5674037,126.9895729
494,숭례문SG타워  ,서울특별시 중구 세종대로 14 (남대문로5가)1522-3232,37.5580707,126.9747469
495,레스케이프호텔R  ,서울특별시 중구 퇴계로 67 (회현동1가)1522-3232,37.5584918,126.9806097
496,별다방  ,서울특별시 중구 퇴계로 100 (회현동2가)1522-3232,37.5589433,126.9829133
497,포포인츠명동  ,서울특별시 중구 삼일대로10길 36 (저동2가)1522-3232,37.5656637,126.9894803
498,명동남산  ,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,37.5607046,126.9864471
499,명일역  ,서울특별시 강동구 양재대로 1647 (명일동)1522-3232,37.5502209,127.1500409
500,강동구청DT  ,서울특별시 강동구 성내로 32 (성내동)1522-3232,37.5291389,127.1237922
501,강동암사DT  ,서울특별시 강동구 고덕로 43 (암사동)1522-3232,37.55504,127.1300647
502,굽은다리역  ,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)1522-3232",37.5453366,127.1433679
503,강동역  ,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)1522-3232",37.538274,127.14567
504,둔촌동  ,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩1522-3232,37.5227235,127.1339426
505,천호로데오  ,서울특별시 강동구 천호대로 1037 (천호동)1522-3232,37.5378069,127.1273094
506,천호이마트  ,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관1522-3232,37.5495667,127.1370159
507,길동역  ,서울특별시 강동구 양재대로 1487 (길동)1522-3232,37.5386789,127.1400495
508,상일동  ,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)1522-3232",37.5622105,126.9854318
